주차장명,주차대수,date,month,year,요일,평균기온(°C),최저기온(°C),최고기온(°C),평균 상대습도(%),면수,일반이용자(아침),일반이용자(낮),일반이용자(저녁),day,주차대수(아침),주차대수(낮),주차대수(저녁)
5,229,2024-11-10,11,2024,주말,14.4,10.3,21.0,64.0,217,3345.0550000000003,39709.03999999999,55748.347499999996,10,75.57000000000001,75.57000000000001,75.57000000000001
2,1934,2024-11-10,11,2024,주말,14.4,10.3,21.0,64.0,171,3345.0550000000003,39709.03999999999,55748.347499999996,10,135.38000000000002,1295.78,483.5
1,3398,2024-11-10,11,2024,주말,14.4,10.3,21.0,64.0,462,3345.0550000000003,39709.03999999999,55748.347499999996,10,237.86,2276.6600000000003,849.5
4,41,2024-11-10,11,2024,주말,14.4,10.3,21.0,64.0,141,3345.0550000000003,39709.03999999999,55748.347499999996,10,13.530000000000001,13.530000000000001,13.530000000000001
3,2326,2024-11-10,11,2024,주말,14.4,10.3,21.0,64.0,800,3345.0550000000003,39709.03999999999,55748.347499999996,10,162.82000000000002,1558.42,581.5
3,1209,2024-11-09,11,2024,주말,12.9,6.8,20.3,55.8,800,3345.0550000000003,39709.03999999999,55748.347499999996,9,84.63000000000001,810.0300000000001,302.25
2,1648,2024-11-09,11,2024,주말,12.9,6.8,20.3,55.8,171,3345.0550000000003,39709.03999999999,55748.347499999996,9,115.36000000000001,1104.16,412.0
5,210,2024-11-09,11,2024,주말,12.9,6.8,20.3,55.8,217,3345.0550000000003,39709.03999999999,55748.347499999996,9,69.3,69.3,69.3
4,48,2024-11-09,11,2024,주말,12.9,6.8,20.3,55.8,141,3345.0550000000003,39709.03999999999,55748.347499999996,9,15.84,15.84,15.84
1,3229,2024-11-09,11,2024,주말,12.9,6.8,20.3,55.8,462,3345.0550000000003,39709.03999999999,55748.347499999996,9,226.03000000000003,2163.4300000000003,807.25
2,1385,2024-11-08,11,2024,금요일,10.2,3.1,18.1,50.8,171,3515.3999999999996,41731.2,58587.299999999996,8,387.8,623.25,373.95000000000005
5,396,2024-11-08,11,2024,금요일,10.2,3.1,18.1,50.8,217,3515.3999999999996,41731.2,58587.299999999996,8,265.32,99.0,27.720000000000002
1,1833,2024-11-08,11,2024,금요일,10.2,3.1,18.1,50.8,462,3515.3999999999996,41731.2,58587.299999999996,8,513.24,824.85,494.91
3,1196,2024-11-08,11,2024,금요일,10.2,3.1,18.1,50.8,800,3515.3999999999996,41731.2,58587.299999999996,8,334.88000000000005,538.2,322.92
4,171,2024-11-08,11,2024,금요일,10.2,3.1,18.1,50.8,141,3515.3999999999996,41731.2,58587.299999999996,8,114.57000000000001,42.75,11.97
5,365,2024-11-07,11,2024,평일,7.8,1.6,15.7,48.1,217,3502.8622222222225,41582.36444444445,58378.346666666665,7,244.55,91.25,25.55
2,1104,2024-11-07,11,2024,평일,7.8,1.6,15.7,48.1,171,3502.8622222222225,41582.36444444445,58378.346666666665,7,397.44,452.64,242.88
4,178,2024-11-07,11,2024,평일,7.8,1.6,15.7,48.1,141,3502.8622222222225,41582.36444444445,58378.346666666665,7,119.26,44.5,12.46
1,1458,2024-11-07,11,2024,평일,7.8,1.6,15.7,48.1,462,3502.8622222222225,41582.36444444445,58378.346666666665,7,524.88,597.78,320.76
3,1096,2024-11-07,11,2024,평일,7.8,1.6,15.7,48.1,800,3502.8622222222225,41582.36444444445,58378.346666666665,7,394.56,449.35999999999996,241.12
3,1179,2024-11-06,11,2024,평일,7.5,4.1,12.5,46.1,800,3502.8622222222225,41582.36444444445,58378.346666666665,6,424.44,483.39,259.38
1,1409,2024-11-06,11,2024,평일,7.5,4.1,12.5,46.1,462,3502.8622222222225,41582.36444444445,58378.346666666665,6,507.24,577.6899999999999,309.98
4,81,2024-11-06,11,2024,평일,7.5,4.1,12.5,46.1,141,3502.8622222222225,41582.36444444445,58378.346666666665,6,54.27,20.25,5.670000000000001
2,1134,2024-11-06,11,2024,평일,7.5,4.1,12.5,46.1,171,3502.8622222222225,41582.36444444445,58378.346666666665,6,408.24,464.94,249.48
5,364,2024-11-06,11,2024,평일,7.5,4.1,12.5,46.1,217,3502.8622222222225,41582.36444444445,58378.346666666665,6,243.88000000000002,91.0,25.480000000000004
4,188,2024-11-05,11,2024,평일,9.1,5.6,14.7,49.8,141,3502.8622222222225,41582.36444444445,58378.346666666665,5,125.96000000000001,47.0,13.160000000000002
5,359,2024-11-05,11,2024,평일,9.1,5.6,14.7,49.8,217,3502.8622222222225,41582.36444444445,58378.346666666665,5,240.53,89.75,25.130000000000003
2,1385,2024-11-05,11,2024,평일,9.1,5.6,14.7,49.8,171,3502.8622222222225,41582.36444444445,58378.346666666665,5,498.59999999999997,567.85,304.7
1,1529,2024-11-05,11,2024,평일,9.1,5.6,14.7,49.8,462,3502.8622222222225,41582.36444444445,58378.346666666665,5,550.4399999999999,626.89,336.38
3,1131,2024-11-05,11,2024,평일,9.1,5.6,14.7,49.8,800,3502.8622222222225,41582.36444444445,58378.346666666665,5,407.15999999999997,463.71,248.82
4,174,2024-11-04,11,2024,평일,14.8,8.9,18.3,62.0,141,3502.8622222222225,41582.36444444445,58378.346666666665,4,116.58000000000001,43.5,12.180000000000001
1,1568,2024-11-04,11,2024,평일,14.8,8.9,18.3,62.0,462,3502.8622222222225,41582.36444444445,58378.346666666665,4,564.48,642.88,344.96
5,366,2024-11-04,11,2024,평일,14.8,8.9,18.3,62.0,217,3502.8622222222225,41582.36444444445,58378.346666666665,4,245.22000000000003,91.5,25.62
2,1273,2024-11-04,11,2024,평일,14.8,8.9,18.3,62.0,171,3502.8622222222225,41582.36444444445,58378.346666666665,4,458.28,521.93,280.06
3,1206,2024-11-04,11,2024,평일,14.8,8.9,18.3,62.0,800,3502.8622222222225,41582.36444444445,58378.346666666665,4,434.15999999999997,494.46,265.32
2,2510,2024-11-03,11,2024,주말,17.6,13.0,23.5,71.1,171,3345.0550000000003,39709.03999999999,55748.347499999996,3,175.70000000000002,1681.7,627.5
4,56,2024-11-03,11,2024,주말,17.6,13.0,23.5,71.1,141,3345.0550000000003,39709.03999999999,55748.347499999996,3,18.48,18.48,18.48
5,313,2024-11-03,11,2024,주말,17.6,13.0,23.5,71.1,217,3345.0550000000003,39709.03999999999,55748.347499999996,3,103.29,103.29,103.29
1,3634,2024-11-03,11,2024,주말,17.6,13.0,23.5,71.1,462,3345.0550000000003,39709.03999999999,55748.347499999996,3,254.38000000000002,2434.78,908.5
3,3009,2024-11-03,11,2024,주말,17.6,13.0,23.5,71.1,800,3345.0550000000003,39709.03999999999,55748.347499999996,3,210.63000000000002,2016.0300000000002,752.25
3,2177,2024-11-02,11,2024,주말,18.1,13.0,25.1,58.9,800,3345.0550000000003,39709.03999999999,55748.347499999996,2,152.39000000000001,1458.5900000000001,544.25
1,3779,2024-11-02,11,2024,주말,18.1,13.0,25.1,58.9,462,3345.0550000000003,39709.03999999999,55748.347499999996,2,264.53000000000003,2531.9300000000003,944.75
5,299,2024-11-02,11,2024,주말,18.1,13.0,25.1,58.9,217,3345.0550000000003,39709.03999999999,55748.347499999996,2,98.67,98.67,98.67
4,76,2024-11-02,11,2024,주말,18.1,13.0,25.1,58.9,141,3345.0550000000003,39709.03999999999,55748.347499999996,2,25.080000000000002,25.080000000000002,25.080000000000002
2,2317,2024-11-02,11,2024,주말,18.1,13.0,25.1,58.9,171,3345.0550000000003,39709.03999999999,55748.347499999996,2,162.19000000000003,1552.39,579.25
3,1383,2024-11-01,11,2024,금요일,15.3,12.9,18.7,70.8,800,3515.3999999999996,41731.2,58587.299999999996,1,387.24,622.35,373.41
5,326,2024-11-01,11,2024,금요일,15.3,12.9,18.7,70.8,217,3515.3999999999996,41731.2,58587.299999999996,1,218.42000000000002,81.5,22.820000000000004
4,211,2024-11-01,11,2024,금요일,15.3,12.9,18.7,70.8,141,3515.3999999999996,41731.2,58587.299999999996,1,141.37,52.75,14.770000000000001
1,2459,2024-11-01,11,2024,금요일,15.3,12.9,18.7,70.8,462,3515.3999999999996,41731.2,58587.299999999996,1,688.5200000000001,1106.55,663.9300000000001
2,2019,2024-11-01,11,2024,금요일,15.3,12.9,18.7,70.8,171,3515.3999999999996,41731.2,58587.299999999996,1,565.32,908.5500000000001,545.13
2,1842,2024-10-31,10,2024,평일,15.9,11.0,22.6,67.8,171,25593.216666666664,182328.68333333335,2053642.5,31,663.12,755.2199999999999,405.24
5,373,2024-10-31,10,2024,평일,15.9,11.0,22.6,67.8,217,25593.216666666664,182328.68333333335,2053642.5,31,249.91000000000003,93.25,26.110000000000003
3,1126,2024-10-31,10,2024,평일,15.9,11.0,22.6,67.8,800,25593.216666666664,182328.68333333335,2053642.5,31,405.35999999999996,461.65999999999997,247.72
4,353,2024-10-31,10,2024,평일,15.9,11.0,22.6,67.8,141,25593.216666666664,182328.68333333335,2053642.5,31,236.51000000000002,88.25,24.71
1,2052,2024-10-31,10,2024,평일,15.9,11.0,22.6,67.8,462,25593.216666666664,182328.68333333335,2053642.5,31,738.72,841.3199999999999,451.44
5,342,2024-10-30,10,2024,평일,15.7,11.4,21.4,71.3,217,25593.216666666664,182328.68333333335,2053642.5,30,229.14000000000001,85.5,23.94
3,1340,2024-10-30,10,2024,평일,15.7,11.4,21.4,71.3,800,25593.216666666664,182328.68333333335,2053642.5,30,482.4,549.4,294.8
4,195,2024-10-30,10,2024,평일,15.7,11.4,21.4,71.3,141,25593.216666666664,182328.68333333335,2053642.5,30,130.65,48.75,13.650000000000002
1,1864,2024-10-30,10,2024,평일,15.7,11.4,21.4,71.3,462,25593.216666666664,182328.68333333335,2053642.5,30,671.04,764.24,410.08
2,1362,2024-10-30,10,2024,평일,15.7,11.4,21.4,71.3,171,25593.216666666664,182328.68333333335,2053642.5,30,490.32,558.42,299.64
4,233,2024-10-29,10,2024,평일,15.0,13.4,18.3,64.6,141,25593.216666666664,182328.68333333335,2053642.5,29,156.11,58.25,16.310000000000002
3,1081,2024-10-29,10,2024,평일,15.0,13.4,18.3,64.6,800,25593.216666666664,182328.68333333335,2053642.5,29,389.15999999999997,443.21,237.82
2,1337,2024-10-29,10,2024,평일,15.0,13.4,18.3,64.6,171,25593.216666666664,182328.68333333335,2053642.5,29,481.32,548.17,294.14
5,321,2024-10-29,10,2024,평일,15.0,13.4,18.3,64.6,217,25593.216666666664,182328.68333333335,2053642.5,29,215.07000000000002,80.25,22.470000000000002
1,1713,2024-10-29,10,2024,평일,15.0,13.4,18.3,64.6,462,25593.216666666664,182328.68333333335,2053642.5,29,616.68,702.3299999999999,376.86
2,1528,2024-10-28,10,2024,평일,15.7,12.3,20.4,75.9,171,25593.216666666664,182328.68333333335,2053642.5,28,550.0799999999999,626.48,336.16
4,236,2024-10-28,10,2024,평일,15.7,12.3,20.4,75.9,141,25593.216666666664,182328.68333333335,2053642.5,28,158.12,59.0,16.520000000000003
5,354,2024-10-28,10,2024,평일,15.7,12.3,20.4,75.9,217,25593.216666666664,182328.68333333335,2053642.5,28,237.18,88.5,24.78
1,1776,2024-10-28,10,2024,평일,15.7,12.3,20.4,75.9,462,25593.216666666664,182328.68333333335,2053642.5,28,639.36,728.16,390.72
3,1130,2024-10-28,10,2024,평일,15.7,12.3,20.4,75.9,800,25593.216666666664,182328.68333333335,2053642.5,28,406.8,463.29999999999995,248.6
5,212,2024-10-27,10,2024,주말,16.0,14.0,18.8,79.4,217,23237.17777777778,165544.02222222224,1864590.0,27,69.96000000000001,69.96000000000001,69.96000000000001
2,1711,2024-10-27,10,2024,주말,16.0,14.0,18.8,79.4,171,23237.17777777778,165544.02222222224,1864590.0,27,119.77000000000001,1146.3700000000001,427.75
3,2274,2024-10-27,10,2024,주말,16.0,14.0,18.8,79.4,800,23237.17777777778,165544.02222222224,1864590.0,27,159.18,1523.5800000000002,568.5
4,78,2024-10-27,10,2024,주말,16.0,14.0,18.8,79.4,141,23237.17777777778,165544.02222222224,1864590.0,27,25.740000000000002,25.740000000000002,25.740000000000002
1,2864,2024-10-27,10,2024,주말,16.0,14.0,18.8,79.4,462,23237.17777777778,165544.02222222224,1864590.0,27,200.48000000000002,1918.88,716.0
5,245,2024-10-26,10,2024,주말,17.0,10.7,24.0,68.3,217,23237.17777777778,165544.02222222224,1864590.0,26,80.85000000000001,80.85000000000001,80.85000000000001
2,2327,2024-10-26,10,2024,주말,17.0,10.7,24.0,68.3,171,23237.17777777778,165544.02222222224,1864590.0,26,162.89000000000001,1559.0900000000001,581.75
1,3761,2024-10-26,10,2024,주말,17.0,10.7,24.0,68.3,462,23237.17777777778,165544.02222222224,1864590.0,26,263.27000000000004,2519.8700000000003,940.25
3,2056,2024-10-26,10,2024,주말,17.0,10.7,24.0,68.3,800,23237.17777777778,165544.02222222224,1864590.0,26,143.92000000000002,1377.52,514.0
4,71,2024-10-26,10,2024,주말,17.0,10.7,24.0,68.3,141,23237.17777777778,165544.02222222224,1864590.0,26,23.43,23.43,23.43
1,2288,2024-10-25,10,2024,금요일,14.9,8.7,21.5,64.1,462,22314.325,158969.525,1790538.75,25,640.6400000000001,1029.6000000000001,617.76
5,361,2024-10-25,10,2024,금요일,14.9,8.7,21.5,64.1,217,22314.325,158969.525,1790538.75,25,241.87,90.25,25.270000000000003
4,214,2024-10-25,10,2024,금요일,14.9,8.7,21.5,64.1,141,22314.325,158969.525,1790538.75,25,143.38,53.5,14.980000000000002
3,1353,2024-10-25,10,2024,금요일,14.9,8.7,21.5,64.1,800,22314.325,158969.525,1790538.75,25,378.84000000000003,608.85,365.31
2,2326,2024-10-25,10,2024,금요일,14.9,8.7,21.5,64.1,171,22314.325,158969.525,1790538.75,25,651.2800000000001,1046.7,628.0200000000001
2,1699,2024-10-24,10,2024,평일,12.5,7.1,18.4,71.4,171,25593.216666666664,182328.68333333335,2053642.5,24,611.64,696.5899999999999,373.78000000000003
4,336,2024-10-24,10,2024,평일,12.5,7.1,18.4,71.4,141,25593.216666666664,182328.68333333335,2053642.5,24,225.12,84.0,23.520000000000003
1,1914,2024-10-24,10,2024,평일,12.5,7.1,18.4,71.4,462,25593.216666666664,182328.68333333335,2053642.5,24,689.04,784.74,421.08
5,375,2024-10-24,10,2024,평일,12.5,7.1,18.4,71.4,217,25593.216666666664,182328.68333333335,2053642.5,24,251.25000000000003,93.75,26.250000000000004
3,1360,2024-10-24,10,2024,평일,12.5,7.1,18.4,71.4,800,25593.216666666664,182328.68333333335,2053642.5,24,489.59999999999997,557.6,299.2
2,1349,2024-10-23,10,2024,평일,12.7,9.4,15.5,75.3,171,25593.216666666664,182328.68333333335,2053642.5,23,485.64,553.0899999999999,296.78000000000003
4,233,2024-10-23,10,2024,평일,12.7,9.4,15.5,75.3,141,25593.216666666664,182328.68333333335,2053642.5,23,156.11,58.25,16.310000000000002
1,1681,2024-10-23,10,2024,평일,12.7,9.4,15.5,75.3,462,25593.216666666664,182328.68333333335,2053642.5,23,605.16,689.2099999999999,369.82
3,1390,2024-10-23,10,2024,평일,12.7,9.4,15.5,75.3,800,25593.216666666664,182328.68333333335,2053642.5,23,500.4,569.9,305.8
5,358,2024-10-23,10,2024,평일,12.7,9.4,15.5,75.3,217,25593.216666666664,182328.68333333335,2053642.5,23,239.86,89.5,25.060000000000002
5,110,2024-10-22,10,2024,평일,15.5,14.9,16.6,90.8,217,25593.216666666664,182328.68333333335,2053642.5,22,73.7,27.5,7.700000000000001
2,240,2024-10-22,10,2024,평일,15.5,14.9,16.6,90.8,171,25593.216666666664,182328.68333333335,2053642.5,22,86.39999999999999,98.39999999999999,52.8
4,52,2024-10-22,10,2024,평일,15.5,14.9,16.6,90.8,141,25593.216666666664,182328.68333333335,2053642.5,22,34.84,13.0,3.6400000000000006
1,589,2024-10-22,10,2024,평일,15.5,14.9,16.6,90.8,462,25593.216666666664,182328.68333333335,2053642.5,22,212.04,241.48999999999998,129.58
3,183,2024-10-22,10,2024,평일,15.5,14.9,16.6,90.8,800,25593.216666666664,182328.68333333335,2053642.5,22,65.88,75.03,40.26
5,331,2024-10-21,10,2024,평일,14.8,9.7,19.3,66.4,217,25593.216666666664,182328.68333333335,2053642.5,21,221.77,82.75,23.17
2,1346,2024-10-21,10,2024,평일,14.8,9.7,19.3,66.4,171,25593.216666666664,182328.68333333335,2053642.5,21,484.56,551.86,296.12
3,1091,2024-10-21,10,2024,평일,14.8,9.7,19.3,66.4,800,25593.216666666664,182328.68333333335,2053642.5,21,392.76,447.30999999999995,240.02
1,1529,2024-10-21,10,2024,평일,14.8,9.7,19.3,66.4,462,25593.216666666664,182328.68333333335,2053642.5,21,550.4399999999999,626.89,336.38
4,263,2024-10-21,10,2024,평일,14.8,9.7,19.3,66.4,141,25593.216666666664,182328.68333333335,2053642.5,21,176.21,65.75,18.41
1,3509,2024-10-20,10,2024,주말,13.4,10.5,17.8,56.0,462,23237.17777777778,165544.02222222224,1864590.0,20,245.63000000000002,2351.03,877.25
3,2801,2024-10-20,10,2024,주말,13.4,10.5,17.8,56.0,800,23237.17777777778,165544.02222222224,1864590.0,20,196.07000000000002,1876.67,700.25
4,66,2024-10-20,10,2024,주말,13.4,10.5,17.8,56.0,141,23237.17777777778,165544.02222222224,1864590.0,20,21.78,21.78,21.78
2,1947,2024-10-20,10,2024,주말,13.4,10.5,17.8,56.0,171,23237.17777777778,165544.02222222224,1864590.0,20,136.29000000000002,1304.49,486.75
5,254,2024-10-20,10,2024,주말,13.4,10.5,17.8,56.0,217,23237.17777777778,165544.02222222224,1864590.0,20,83.82000000000001,83.82000000000001,83.82000000000001
5,157,2024-10-19,10,2024,주말,16.6,12.4,21.1,75.0,217,23237.17777777778,165544.02222222224,1864590.0,19,51.81,51.81,51.81
1,3617,2024-10-19,10,2024,주말,16.6,12.4,21.1,75.0,462,23237.17777777778,165544.02222222224,1864590.0,19,253.19000000000003,2423.3900000000003,904.25
3,1605,2024-10-19,10,2024,주말,16.6,12.4,21.1,75.0,800,23237.17777777778,165544.02222222224,1864590.0,19,112.35000000000001,1075.3500000000001,401.25
4,86,2024-10-19,10,2024,주말,16.6,12.4,21.1,75.0,141,23237.17777777778,165544.02222222224,1864590.0,19,28.380000000000003,28.380000000000003,28.380000000000003
2,2038,2024-10-19,10,2024,주말,16.6,12.4,21.1,75.0,171,23237.17777777778,165544.02222222224,1864590.0,19,142.66000000000003,1365.46,509.5
5,317,2024-10-18,10,2024,금요일,17.4,16.2,18.8,86.1,217,22314.325,158969.525,1790538.75,18,212.39000000000001,79.25,22.19
4,240,2024-10-18,10,2024,금요일,17.4,16.2,18.8,86.1,141,22314.325,158969.525,1790538.75,18,160.8,60.0,16.8
2,1034,2024-10-18,10,2024,금요일,17.4,16.2,18.8,86.1,171,22314.325,158969.525,1790538.75,18,289.52000000000004,465.3,279.18
3,1030,2024-10-18,10,2024,금요일,17.4,16.2,18.8,86.1,800,22314.325,158969.525,1790538.75,18,288.40000000000003,463.5,278.1
1,1621,2024-10-18,10,2024,금요일,17.4,16.2,18.8,86.1,462,22314.325,158969.525,1790538.75,18,453.88000000000005,729.45,437.67
2,2193,2024-10-17,10,2024,평일,19.0,13.8,25.7,70.4,171,25593.216666666664,182328.68333333335,2053642.5,17,789.48,899.13,482.46
1,2475,2024-10-17,10,2024,평일,19.0,13.8,25.7,70.4,462,25593.216666666664,182328.68333333335,2053642.5,17,891.0,1014.7499999999999,544.5
5,394,2024-10-17,10,2024,평일,19.0,13.8,25.7,70.4,217,25593.216666666664,182328.68333333335,2053642.5,17,263.98,98.5,27.580000000000002
4,310,2024-10-17,10,2024,평일,19.0,13.8,25.7,70.4,141,25593.216666666664,182328.68333333335,2053642.5,17,207.70000000000002,77.5,21.700000000000003
3,1306,2024-10-17,10,2024,평일,19.0,13.8,25.7,70.4,800,25593.216666666664,182328.68333333335,2053642.5,17,470.15999999999997,535.4599999999999,287.32
4,219,2024-10-16,10,2024,평일,18.2,14.4,24.2,76.9,141,25593.216666666664,182328.68333333335,2053642.5,16,146.73000000000002,54.75,15.330000000000002
2,1936,2024-10-16,10,2024,평일,18.2,14.4,24.2,76.9,171,25593.216666666664,182328.68333333335,2053642.5,16,696.9599999999999,793.76,425.92
5,407,2024-10-16,10,2024,평일,18.2,14.4,24.2,76.9,217,25593.216666666664,182328.68333333335,2053642.5,16,272.69,101.75,28.490000000000002
1,2022,2024-10-16,10,2024,평일,18.2,14.4,24.2,76.9,462,25593.216666666664,182328.68333333335,2053642.5,16,727.92,829.02,444.84
3,1263,2024-10-16,10,2024,평일,18.2,14.4,24.2,76.9,800,25593.216666666664,182328.68333333335,2053642.5,16,454.68,517.8299999999999,277.86
2,1521,2024-10-15,10,2024,평일,19.2,17.6,21.9,85.0,171,25593.216666666664,182328.68333333335,2053642.5,15,547.56,623.61,334.62
4,231,2024-10-15,10,2024,평일,19.2,17.6,21.9,85.0,141,25593.216666666664,182328.68333333335,2053642.5,15,154.77,57.75,16.17
1,1740,2024-10-15,10,2024,평일,19.2,17.6,21.9,85.0,462,25593.216666666664,182328.68333333335,2053642.5,15,626.4,713.4,382.8
3,1081,2024-10-15,10,2024,평일,19.2,17.6,21.9,85.0,800,25593.216666666664,182328.68333333335,2053642.5,15,389.15999999999997,443.21,237.82
5,387,2024-10-15,10,2024,평일,19.2,17.6,21.9,85.0,217,25593.216666666664,182328.68333333335,2053642.5,15,259.29,96.75,27.090000000000003
5,369,2024-10-14,10,2024,평일,19.3,17.6,21.5,70.3,217,25593.216666666664,182328.68333333335,2053642.5,14,247.23000000000002,92.25,25.830000000000002
4,243,2024-10-14,10,2024,평일,19.3,17.6,21.5,70.3,141,25593.216666666664,182328.68333333335,2053642.5,14,162.81,60.75,17.01
3,1208,2024-10-14,10,2024,평일,19.3,17.6,21.5,70.3,800,25593.216666666664,182328.68333333335,2053642.5,14,434.88,495.28,265.76
2,1752,2024-10-14,10,2024,평일,19.3,17.6,21.5,70.3,171,25593.216666666664,182328.68333333335,2053642.5,14,630.72,718.3199999999999,385.44
1,1825,2024-10-14,10,2024,평일,19.3,17.6,21.5,70.3,462,25593.216666666664,182328.68333333335,2053642.5,14,657.0,748.25,401.5
4,63,2024-10-13,10,2024,주말,18.3,12.6,22.6,67.0,141,23237.17777777778,165544.02222222224,1864590.0,13,20.790000000000003,20.790000000000003,20.790000000000003
2,2238,2024-10-13,10,2024,주말,18.3,12.6,22.6,67.0,171,23237.17777777778,165544.02222222224,1864590.0,13,156.66000000000003,1499.46,559.5
1,3490,2024-10-13,10,2024,주말,18.3,12.6,22.6,67.0,462,23237.17777777778,165544.02222222224,1864590.0,13,244.3,2338.3,872.5
3,3464,2024-10-13,10,2024,주말,18.3,12.6,22.6,67.0,800,23237.17777777778,165544.02222222224,1864590.0,13,242.48000000000002,2320.88,866.0
5,279,2024-10-13,10,2024,주말,18.3,12.6,22.6,67.0,217,23237.17777777778,165544.02222222224,1864590.0,13,92.07000000000001,92.07000000000001,92.07000000000001
5,389,2024-10-12,10,2024,주말,18.3,13.4,24.7,60.6,217,23237.17777777778,165544.02222222224,1864590.0,12,128.37,128.37,128.37
1,3495,2024-10-12,10,2024,주말,18.3,13.4,24.7,60.6,462,23237.17777777778,165544.02222222224,1864590.0,12,244.65000000000003,2341.65,873.75
3,2861,2024-10-12,10,2024,주말,18.3,13.4,24.7,60.6,800,23237.17777777778,165544.02222222224,1864590.0,12,200.27,1916.8700000000001,715.25
2,2305,2024-10-12,10,2024,주말,18.3,13.4,24.7,60.6,171,23237.17777777778,165544.02222222224,1864590.0,12,161.35000000000002,1544.3500000000001,576.25
4,101,2024-10-12,10,2024,주말,18.3,13.4,24.7,60.6,141,23237.17777777778,165544.02222222224,1864590.0,12,33.33,33.33,33.33
5,376,2024-10-11,10,2024,금요일,18.6,13.9,24.4,68.8,217,22314.325,158969.525,1790538.75,11,251.92000000000002,94.0,26.320000000000004
1,2826,2024-10-11,10,2024,금요일,18.6,13.9,24.4,68.8,462,22314.325,158969.525,1790538.75,11,791.2800000000001,1271.7,763.0200000000001
4,245,2024-10-11,10,2024,금요일,18.6,13.9,24.4,68.8,141,22314.325,158969.525,1790538.75,11,164.15,61.25,17.150000000000002
3,1635,2024-10-11,10,2024,금요일,18.6,13.9,24.4,68.8,800,22314.325,158969.525,1790538.75,11,457.80000000000007,735.75,441.45000000000005
2,2742,2024-10-11,10,2024,금요일,18.6,13.9,24.4,68.8,171,22314.325,158969.525,1790538.75,11,767.7600000000001,1233.9,740.34
2,2143,2024-10-10,10,2024,평일,18.8,15.3,24.1,66.3,171,25593.216666666664,182328.68333333335,2053642.5,10,771.48,878.63,471.46
4,361,2024-10-10,10,2024,평일,18.8,15.3,24.1,66.3,141,25593.216666666664,182328.68333333335,2053642.5,10,241.87,90.25,25.270000000000003
3,1326,2024-10-10,10,2024,평일,18.8,15.3,24.1,66.3,800,25593.216666666664,182328.68333333335,2053642.5,10,477.35999999999996,543.66,291.72
1,2102,2024-10-10,10,2024,평일,18.8,15.3,24.1,66.3,462,25593.216666666664,182328.68333333335,2053642.5,10,756.72,861.8199999999999,462.44
5,465,2024-10-10,10,2024,평일,18.8,15.3,24.1,66.3,217,25593.216666666664,182328.68333333335,2053642.5,10,311.55,116.25,32.550000000000004
2,2391,2024-10-09,10,2024,평일,18.8,13.9,24.4,64.1,171,25593.216666666664,182328.68333333335,2053642.5,9,860.76,980.31,526.02
3,3099,2024-10-09,10,2024,평일,18.8,13.9,24.4,64.1,800,25593.216666666664,182328.68333333335,2053642.5,9,1115.6399999999999,1270.59,681.78
1,3708,2024-10-09,10,2024,평일,18.8,13.9,24.4,64.1,462,25593.216666666664,182328.68333333335,2053642.5,9,1334.8799999999999,1520.28,815.76
4,97,2024-10-09,10,2024,평일,18.8,13.9,24.4,64.1,141,25593.216666666664,182328.68333333335,2053642.5,9,64.99000000000001,24.25,6.790000000000001
5,370,2024-10-09,10,2024,평일,18.8,13.9,24.4,64.1,217,25593.216666666664,182328.68333333335,2053642.5,9,247.9,92.5,25.900000000000002
3,1458,2024-10-08,10,2024,평일,17.7,12.7,23.9,73.9,800,25593.216666666664,182328.68333333335,2053642.5,8,524.88,597.78,320.76
1,2617,2024-10-08,10,2024,평일,17.7,12.7,23.9,73.9,462,25593.216666666664,182328.68333333335,2053642.5,8,942.12,1072.97,575.74
5,428,2024-10-08,10,2024,평일,17.7,12.7,23.9,73.9,217,25593.216666666664,182328.68333333335,2053642.5,8,286.76,107.0,29.960000000000004
2,2111,2024-10-08,10,2024,평일,17.7,12.7,23.9,73.9,171,25593.216666666664,182328.68333333335,2053642.5,8,759.9599999999999,865.51,464.42
4,214,2024-10-08,10,2024,평일,17.7,12.7,23.9,73.9,141,25593.216666666664,182328.68333333335,2053642.5,8,143.38,53.5,14.980000000000002
4,249,2024-10-07,10,2024,평일,16.9,14.0,20.7,73.9,141,25593.216666666664,182328.68333333335,2053642.5,7,166.83,62.25,17.430000000000003
2,1868,2024-10-07,10,2024,평일,16.9,14.0,20.7,73.9,171,25593.216666666664,182328.68333333335,2053642.5,7,672.48,765.88,410.96
1,2046,2024-10-07,10,2024,평일,16.9,14.0,20.7,73.9,462,25593.216666666664,182328.68333333335,2053642.5,7,736.56,838.8599999999999,450.12
3,1249,2024-10-07,10,2024,평일,16.9,14.0,20.7,73.9,800,25593.216666666664,182328.68333333335,2053642.5,7,449.64,512.0899999999999,274.78000000000003
5,418,2024-10-07,10,2024,평일,16.9,14.0,20.7,73.9,217,25593.216666666664,182328.68333333335,2053642.5,7,280.06,104.5,29.26
5,167,2024-10-06,10,2024,주말,15.4,12.3,17.9,73.5,217,23237.17777777778,165544.02222222224,1864590.0,6,55.11,55.11,55.11
3,2191,2024-10-06,10,2024,주말,15.4,12.3,17.9,73.5,800,23237.17777777778,165544.02222222224,1864590.0,6,153.37,1467.97,547.75
