날짜,승객유형,승차인원,환승유입인원
2023-04-09,우대권,1290,663
2023-04-09,직원,87,20
2023-04-09,영어 일반,10,7
2023-04-09,일어 일반,2,3
2023-04-09,중국어 일반,10,4
2023-04-09,영어 어린이,5,3
2023-04-09,중국어 어린이,9,6
2023-04-10,일반,17278,11087
2023-04-10,어린이,40,24
2023-04-10,중고생,9,7
2023-04-10,청소년,736,531
2023-04-10,우대권,1778,951
2023-04-10,직원,128,32
2023-04-10,영어 일반,14,19
2023-04-10,일어 일반,2,2
2023-04-10,중국어 일반,9,5
2023-04-10,영어 어린이,0,2
2023-04-10,중국어 어린이,3,5
2023-04-11,일반,17517,10880
2023-04-11,어린이,51,29
2023-04-11,중고생,8,7
2023-04-11,청소년,776,534
2023-04-11,우대권,1518,804
2023-04-11,직원,149,15
2023-04-11,영어 일반,7,3
2023-04-11,일어 일반,4,0
2023-04-11,중국어 일반,4,4
2023-04-11,영어 어린이,3,0
2023-04-12,일반,18122,11414
2023-04-12,어린이,134,30
2023-04-12,중고생,13,10
2023-04-12,청소년,839,592
2023-04-12,우대권,1732,971
2023-04-12,직원,134,24
2023-04-12,영어 일반,9,7
2023-04-12,중국어 일반,8,11
2023-04-12,영어 어린이,5,0
2023-04-12,중국어 어린이,4,6
2023-04-13,일반,18081,11126
2023-04-13,어린이,53,24
2023-04-13,중고생,8,5
2023-04-13,청소년,1031,558
2023-04-13,우대권,1726,928
2023-04-13,직원,124,23
2023-04-13,영어 일반,6,3
2023-04-13,일어 일반,2,0
2023-04-13,중국어 일반,9,2
2023-04-13,영어 어린이,2,0
2023-04-13,중국어 어린이,4,0
2023-04-14,일반,15651,9101
2023-04-14,어린이,75,30
2023-04-14,중고생,6,3
2023-04-14,청소년,743,515
2023-04-14,우대권,1734,923
2023-04-14,직원,157,23
2023-04-14,영어 일반,5,0
2023-04-14,중국어 일반,13,7
2023-04-14,영어 어린이,1,0
2023-04-14,중국어 어린이,0,2
2023-04-15,일반,9740,5732
2023-04-15,어린이,174,101
2023-04-15,중고생,4,4
2023-04-15,청소년,592,384
2023-04-15,우대권,1286,686
2023-04-15,직원,105,23
2023-04-15,영어 일반,4,6
2023-04-15,일어 일반,0,1
2023-04-15,중국어 일반,16,11
2023-04-15,중국어 어린이,1,0
2023-04-16,일반,7666,4718
2023-04-16,어린이,222,123
2023-04-16,중고생,1,1
2023-04-16,청소년,258,152
2023-04-16,우대권,1074,548
2023-04-16,직원,85,13
2023-04-16,영어 일반,2,4
2023-04-16,중국어 일반,1,0
2023-04-16,영어 어린이,2,1
2023-04-17,일반,16736,10372
2023-04-17,어린이,23,5
2023-04-17,중고생,7,4
2023-04-17,청소년,659,467
2023-04-17,우대권,1769,910
2023-04-17,직원,130,14
2023-04-17,영어 일반,6,2
2023-04-17,중국어 일반,0,0
2023-04-17,영어 어린이,3,3
2023-04-17,중국어 어린이,2,2
2023-04-18,일반,17385,10688
2023-04-18,어린이,35,9
2023-04-18,중고생,7,6
2023-04-18,청소년,656,496
2023-04-18,우대권,1500,849
2023-04-18,직원,133,22
2023-04-18,영어 일반,7,3
2023-04-18,중국어 일반,3,1
2023-04-18,영어 어린이,3,0
2023-04-19,일반,17647,10921
2023-04-19,어린이,41,22
2023-04-19,중고생,7,5
2023-04-19,청소년,646,463
2023-04-19,우대권,1826,983
2023-04-19,직원,131,22
2023-04-19,영어 일반,3,3
2023-04-19,중국어 일반,1,0
2023-04-20,일반,17121,10359
2023-04-20,어린이,66,17
2023-04-20,중고생,4,3
2023-04-20,청소년,637,451
2023-04-20,우대권,1721,916
2023-04-20,직원,153,19
2023-04-20,영어 일반,4,0
2023-04-20,중국어 일반,0,1
2023-04-20,영어 어린이,0,1
2023-04-21,일반,15624,9071
2023-04-21,어린이,69,41
2023-04-21,중고생,3,2
2023-04-21,청소년,521,358
2023-04-21,우대권,1770,986
2023-04-21,직원,137,17
2023-04-21,중국어 일반,2,0
2023-04-22,일반,10609,6238
2023-04-22,어린이,395,250
2023-04-22,중고생,2,1
2023-04-22,청소년,319,183
2023-04-22,우대권,1727,877
2023-04-22,직원,82,15
2023-04-22,영어 일반,0,1
2023-04-22,중국어 일반,4,1
2023-04-22,영어 어린이,1,0
2023-04-22,중국어 어린이,3,0
2023-04-23,일반,8062,4822
2023-04-23,어린이,351,184
2023-04-23,중고생,0,1
2023-04-23,청소년,237,148
2023-04-23,우대권,1153,609
2023-04-23,직원,96,14
2023-04-23,영어 일반,5,0
2023-04-23,중국어 일반,1,0
2023-04-23,중국어 어린이,2,0
2023-04-24,일반,16376,10158
2023-04-24,어린이,34,12
2023-04-24,중고생,2,4
2023-04-24,청소년,536,406
2023-04-24,우대권,1752,913
2023-04-24,직원,152,17
2023-04-24,영어 일반,7,2
2023-04-24,일어 일반,1,0
2023-04-24,중국어 일반,2,0
2023-04-24,영어 어린이,3,0
2023-04-25,일반,16572,10130
2023-04-25,어린이,44,17
2023-04-25,중고생,5,5
2023-04-25,청소년,623,452
2023-04-25,우대권,1533,860
2023-04-25,직원,152,12
2023-04-25,영어 일반,4,1
2023-04-26,일반,16902,10425
2023-04-26,어린이,142,73
2023-04-26,중고생,5,4
2023-04-26,청소년,666,462
2023-04-26,우대권,1907,990
2023-04-26,직원,144,22
2023-04-26,영어 일반,0,2
2023-04-26,중국어 일반,1,0
2023-04-27,일반,18431,11315
2023-04-27,어린이,488,132
2023-04-27,중고생,5,5
2023-04-27,청소년,1246,711
2023-04-27,우대권,1835,996
2023-04-27,직원,127,18
2023-04-27,영어 일반,2,5
2023-04-27,중국어 일반,2,0
2023-04-28,일반,16836,9447
2023-04-28,어린이,248,137
2023-04-28,중고생,5,2
2023-04-28,청소년,988,581
2023-04-28,우대권,1777,961
2023-04-28,직원,138,22
2023-04-28,영어 일반,2,3
2023-04-28,중국어 일반,1,3
2023-04-28,중국어 어린이,0,2
2023-04-29,일반,8994,4950
2023-04-29,어린이,120,68
2023-04-29,중고생,1,1
2023-04-29,청소년,333,191
2023-04-29,우대권,1067,590
2023-04-29,직원,83,13
2023-04-29,영어 일반,2,3
2023-04-29,중국어 일반,1,1
2023-04-30,일반,8457,5311
2023-04-30,어린이,356,201
2023-04-30,중고생,3,3
2023-04-30,청소년,331,247
2023-04-30,우대권,1276,697
2023-04-30,직원,101,14
2023-04-30,영어 일반,5,1
2023-04-30,중국어 일반,4,1
2023-04-30,영어 어린이,0,1
2023-05-01,일반,15232,9824
2023-05-01,어린이,780,206
2023-05-01,중고생,7,6
2023-05-01,청소년,1358,610
2023-05-01,우대권,1546,808
2023-05-01,직원,117,19
2023-05-01,영어 일반,2,0
2023-05-01,중국어 일반,8,4
2023-05-02,일반,18112,11328
2023-05-02,어린이,169,101
2023-05-02,중고생,10,11
2023-05-02,청소년,840,636
2023-05-02,우대권,1795,967
2023-05-02,직원,158,17
2023-05-02,영어 일반,1,1
2023-05-02,중국어 일반,3,0
2023-05-03,일반,18271,11549
2023-05-03,어린이,103,20
2023-05-03,중고생,8,8
2023-05-03,청소년,1314,1208
2023-05-03,우대권,1751,906
2023-05-03,직원,135,19
2023-05-03,영어 일반,1,2
2023-05-03,일어 일반,0,1
2023-05-03,중국어 일반,3,3
2023-05-04,일반,19800,11681
2023-05-04,어린이,387,233
2023-05-04,중고생,12,10
2023-05-04,청소년,3081,2113
2023-05-04,우대권,1798,970
2023-05-04,직원,164,36
2023-05-04,영어 일반,2,0
2023-05-04,일어 일반,1,1
2023-05-04,영어 어린이,2,0
2023-05-05,일반,7323,4252
2023-05-05,어린이,119,70
2023-05-05,중고생,1,1
2023-05-05,청소년,275,166
2023-05-05,우대권,854,447
2023-05-05,직원,81,11
2023-05-05,영어 일반,3,5
2023-05-05,일어 일반,2,2
2023-05-05,중국어 일반,2,0
2023-05-06,일반,7430,4021
2023-05-06,어린이,117,75
2023-05-06,중고생,2,0
2023-05-06,청소년,269,155
2023-05-06,우대권,886,486
2023-05-06,직원,79,14
2023-05-06,영어 일반,8,3
2023-05-06,일어 일반,2,0
2023-05-06,영어 어린이,1,0
2023-05-06,중국어 어린이,0,2
2023-05-07,일반,7424,4606
2023-05-07,어린이,285,154
2023-05-07,중고생,5,1
2023-05-07,청소년,384,213
2023-05-07,우대권,1195,630
2023-05-07,직원,71,19
2023-05-07,영어 일반,3,0
2023-05-07,영어 어린이,0,0
2023-05-08,일반,17139,10883
2023-05-08,어린이,61,21
2023-05-08,중고생,7,5
2023-05-08,청소년,936,527
2023-05-08,우대권,1759,894
2023-05-08,직원,181,22
2023-05-08,영어 일반,2,2
2023-05-08,중국어 일반,2,0
2023-05-09,일반,18148,11268
2023-05-09,어린이,171,17
2023-05-09,중고생,7,7
2023-05-09,청소년,765,486
2023-05-09,우대권,1883,954
2023-05-09,직원,156,21
2023-05-09,영어 일반,2,2
2023-05-09,중국어 일반,3,1
2023-05-09,영어 어린이,1,2
2023-05-10,일반,18289,11287
2023-05-10,어린이,38,13
2023-05-10,중고생,8,7
2023-05-10,청소년,1155,690
2023-05-10,우대권,1830,942
2023-05-10,직원,149,24
2023-05-10,영어 일반,3,1
2023-05-10,중국어 일반,8,0
2023-05-11,일반,18590,11502
2023-05-11,어린이,60,25
2023-05-11,중고생,6,7
2023-05-11,청소년,1507,872
2023-05-11,우대권,1727,926
2023-05-11,직원,130,14
2023-05-11,영어 일반,2,0
2023-05-11,일어 일반,2,1
2023-05-11,중국어 일반,1,1
2023-05-11,중국어 어린이,1,1
2023-05-12,일반,17396,9899
2023-05-12,어린이,253,63
2023-05-12,중고생,14,10
2023-05-12,청소년,4179,2306
2023-05-12,우대권,1820,957
2023-05-12,직원,147,23
2023-05-12,영어 일반,0,1
2023-05-13,일반,11470,6325
2023-05-13,어린이,459,242
2023-05-13,중고생,6,2
2023-05-13,청소년,580,321
2023-05-13,우대권,1560,818
2023-05-13,직원,90,17
2023-05-13,영어 일반,3,2
2023-05-13,중국어 일반,1,0
2023-05-13,영어 어린이,1,1
2023-05-13,중국어 어린이,1,0
2023-05-14,일반,10740,6474
2023-05-14,어린이,336,152
2023-05-14,중고생,0,3
2023-05-14,청소년,476,292
2023-05-14,우대권,1342,696
2023-05-14,직원,82,13
2023-05-14,영어 일반,3,1
2023-05-14,일어 일반,1,0
2023-05-14,중국어 일반,2,1
2023-05-15,일반,16193,9881
2023-05-15,어린이,82,15
2023-05-15,중고생,8,4
2023-05-15,청소년,1109,726
2023-05-15,우대권,1652,880
2023-05-15,직원,120,18
2023-05-15,영어 일반,3,1
2023-05-15,중국어 일반,1,1
2023-05-15,영어 어린이,1,1
2023-05-16,일반,20589,12498
2023-05-16,어린이,88,42
2023-05-16,중고생,11,8
2023-05-16,청소년,983,645
2023-05-16,우대권,1765,910
2023-05-16,직원,152,24
2023-05-16,영어 일반,3,0
2023-05-16,중국어 일반,1,0
2023-05-16,중국어 어린이,1,0
2023-05-17,일반,22396,15570
2023-05-17,어린이,99,62
2023-05-17,중고생,15,14
2023-05-17,청소년,1820,1028
2023-05-17,우대권,1706,944
2023-05-17,직원,178,25
2023-05-17,영어 일반,3,2
2023-05-17,중국어 일반,6,3
2023-05-17,영어 어린이,1,1
2023-05-18,일반,18894,11671
2023-05-18,어린이,65,35
2023-05-18,중고생,5,8
2023-05-18,청소년,1349,637
2023-05-18,우대권,1876,974
2023-05-18,직원,144,17
2023-05-18,영어 일반,4,2
2023-05-18,중국어 일반,3,2
2023-05-19,일반,19045,12559
2023-05-19,어린이,406,336
2023-05-19,중고생,11,8
2023-05-19,청소년,2372,1598
2023-05-19,우대권,1756,932
2023-05-19,직원,138,15
2023-05-19,영어 일반,7,4
2023-05-19,중국어 일반,3,0
2023-05-20,일반,12466,6929
2023-05-20,어린이,442,254
2023-05-20,중고생,8,3
2023-05-20,청소년,780,376
2023-05-20,우대권,1544,823
2023-05-20,직원,87,18
2023-05-20,영어 일반,6,1
2023-05-20,중국어 일반,5,0
2023-05-20,영어 어린이,1,1
2023-05-21,일반,7667,4411
2023-05-21,어린이,215,112
2023-05-21,중고생,2,2
2023-05-21,청소년,317,216
2023-05-21,우대권,1073,610
2023-05-21,직원,100,13
2023-05-21,영어 일반,1,2
2023-05-21,중국어 일반,1,0
2023-05-22,일반,17264,10751
2023-05-22,어린이,26,9
2023-05-22,중고생,6,5
2023-05-22,청소년,621,432
2023-05-22,우대권,1851,1004
2023-05-22,직원,131,20
2023-05-22,영어 일반,1,2
2023-05-22,중국어 일반,3,3
2023-05-23,일반,17832,11092
2023-05-23,어린이,97,43
2023-05-23,중고생,7,7
2023-05-23,청소년,860,572
2023-05-23,우대권,1763,918
2023-05-23,직원,133,18
2023-05-23,영어 일반,2,0
2023-05-23,중국어 일반,3,3
2023-05-24,일반,17918,11132
2023-05-24,어린이,53,29
2023-05-24,중고생,12,7
2023-05-24,청소년,798,433
2023-05-24,우대권,1706,866
2023-05-24,직원,153,19
2023-05-24,영어 일반,7,3
2023-05-24,중국어 일반,1,3
2023-05-24,영어 어린이,1,0
2023-05-25,일반,18091,10923
2023-05-25,어린이,34,16
2023-05-25,중고생,3,6
2023-05-25,청소년,844,626
2023-05-25,우대권,1814,975
2023-05-25,직원,140,19
2023-05-25,영어 일반,4,6
2023-05-25,중국어 일반,4,2
2023-05-26,일반,16114,9124
2023-05-26,어린이,80,33
2023-05-26,중고생,9,3
2023-05-26,청소년,774,446
2023-05-26,우대권,1791,962
2023-05-26,직원,135,18
2023-05-26,영어 일반,4,3
2023-05-26,중국어 일반,3,0
2023-05-26,영어 어린이,1,1
2023-05-27,일반,8951,5171
2023-05-27,어린이,145,94
2023-05-27,중고생,1,1
2023-05-27,청소년,333,192
2023-05-27,우대권,1017,589
2023-05-27,직원,102,14
2023-05-27,영어 일반,8,1
2023-05-27,중국어 일반,8,5
2023-05-28,일반,5893,3522
2023-05-28,어린이,53,33
2023-05-28,중고생,0,1
2023-05-28,청소년,205,115
2023-05-28,우대권,811,413
2023-05-28,직원,82,15
2023-05-28,영어 일반,11,3
2023-05-28,중국어 일반,0,0
2023-05-28,영어 어린이,2,1
2023-05-29,일반,8045,4952
2023-05-29,어린이,217,137
2023-05-29,중고생,2,1
2023-05-29,청소년,323,241
2023-05-29,우대권,1164,611
2023-05-29,직원,88,9
2023-05-29,영어 일반,2,3
2023-05-29,일어 일반,2,0
2023-05-29,중국어 일반,5,0
2023-05-29,영어 어린이,2,2
2023-05-29,중국어 어린이,1,0
2023-05-30,일반,17829,11374
2023-05-30,어린이,36,18
2023-05-30,중고생,8,8
2023-05-30,청소년,941,727
2023-05-30,우대권,1779,928
2023-05-30,직원,145,20
2023-05-30,영어 일반,3,1
2023-05-30,중국어 일반,4,0
2023-05-31,일반,17594,11034
2023-05-31,어린이,53,31
2023-05-31,중고생,9,6
2023-05-31,청소년,583,425
2023-05-31,우대권,1738,909
2023-05-31,직원,116,14
2023-05-31,영어 일반,7,4
2023-05-31,중국어 일반,1,0
2023-05-31,영어 어린이,4,1
2023-06-01,일반,18022,10892
2023-06-01,어린이,57,26
2023-06-01,중고생,7,6
2023-06-01,청소년,1378,828
2023-06-01,우대권,1721,897
2023-06-01,직원,138,21
2023-06-01,영어 일반,5,2
2023-06-01,중국어 일반,3,4
2023-06-01,중국어 어린이,1,1
2023-06-02,일반,16074,9323
2023-06-02,어린이,87,63
2023-06-02,중고생,8,6
2023-06-02,청소년,1056,759
2023-06-02,우대권,1811,969
2023-06-02,직원,131,12
2023-06-02,영어 일반,1,1
2023-06-02,중국어 일반,1,0
2023-06-02,영어 어린이,2,3
2023-06-03,일반,10587,5873
2023-06-03,어린이,336,214
2023-06-03,중고생,2,4
2023-06-03,청소년,407,248
2023-06-03,우대권,1393,694
2023-06-03,직원,82,15
2023-06-03,영어 일반,5,0
2023-06-03,일어 일반,1,0
2023-06-03,중국어 일반,5,0
2023-06-03,영어 어린이,2,0
2023-06-03,중국어 어린이,1,0
2023-06-04,일반,9794,5985
2023-06-04,어린이,374,184
2023-06-04,중고생,3,2
2023-06-04,청소년,659,417
2023-06-04,우대권,1227,618
2023-06-04,직원,74,14
2023-06-04,영어 일반,2,5
2023-06-04,중국어 일반,14,6
2023-06-04,영어 어린이,3,2
2023-06-04,중국어 어린이,0,1
2023-06-05,일반,16002,10149
2023-06-05,어린이,295,203
2023-06-05,중고생,4,6
2023-06-05,청소년,642,510
2023-06-05,우대권,1654,919
2023-06-05,직원,149,19
2023-06-05,영어 일반,5,2
2023-06-05,일어 일반,2,1
2023-06-05,중국어 일반,2,1
2023-06-05,일어 어린이,2,0
2023-06-06,일반,8572,4944
2023-06-06,어린이,416,230
2023-06-06,중고생,2,3
2023-06-06,청소년,462,269
2023-06-06,우대권,1303,652
2023-06-06,직원,102,14
2023-06-06,영어 일반,4,5
2023-06-06,일어 일반,2,0
2023-06-06,중국어 일반,5,2
2023-06-06,영어 어린이,0,1
2023-06-07,일반,17425,10968
2023-06-07,어린이,51,34
2023-06-07,중고생,6,7
2023-06-07,청소년,613,446
2023-06-07,우대권,1719,911
2023-06-07,직원,166,23
2023-06-07,영어 일반,4,2
2023-06-07,영어 어린이,3,2
2023-06-08,일반,17815,11036
2023-06-08,어린이,73,50
2023-06-08,중고생,6,8
2023-06-08,청소년,640,457
2023-06-08,우대권,1688,932
2023-06-08,직원,158,27
2023-06-08,영어 일반,3,5
2023-06-08,중국어 일반,2,0
2023-06-08,영어 어린이,0,1
2023-06-09,일반,15613,9040
2023-06-09,어린이,94,60
2023-06-09,중고생,4,5
2023-06-09,청소년,592,457
2023-06-09,우대권,1936,1047
2023-06-09,직원,145,13
2023-06-09,영어 일반,4,1
2023-06-09,중국어 일반,1,3
2023-06-09,영어 어린이,1,0
2023-06-10,일반,10668,6322
2023-06-10,어린이,156,72
2023-06-10,중고생,3,4
2023-06-10,청소년,668,430
2023-06-10,우대권,1269,692
2023-06-10,직원,89,13
2023-06-10,영어 일반,11,3
2023-06-10,중국어 일반,4,0
2023-06-10,영어 어린이,6,2
2023-06-10,중국어 어린이,2,0
2023-06-11,일반,7371,4320
2023-06-11,어린이,148,86
2023-06-11,중고생,2,2
2023-06-11,청소년,418,306
2023-06-11,우대권,1050,541
2023-06-11,직원,88,7
2023-06-11,영어 일반,2,2
2023-06-11,중국어 일반,3,2
2023-06-12,일반,16650,10287
2023-06-12,어린이,41,14
2023-06-12,중고생,7,5
2023-06-12,청소년,517,354
2023-06-12,우대권,1618,854
2023-06-12,직원,135,14
2023-06-12,영어 일반,6,2
2023-06-12,중국어 일반,0,1
2023-06-13,일반,17077,10649
2023-06-13,어린이,71,46
2023-06-13,중고생,6,6
2023-06-13,청소년,580,428
2023-06-13,우대권,1719,915
2023-06-13,직원,132,18
2023-06-13,영어 일반,13,8
2023-06-13,중국어 일반,3,1
2023-06-13,영어 어린이,3,1
2023-06-13,중국어 어린이,0,0
2023-06-14,일반,16591,10300
2023-06-14,어린이,81,30
2023-06-14,중고생,4,4
2023-06-14,청소년,556,353
2023-06-14,우대권,1676,880
2023-06-14,직원,132,16
2023-06-14,영어 일반,2,3
2023-06-14,중국어 일반,0,1
2023-06-14,영어 어린이,1,2
2023-06-14,중국어 어린이,2,0
2023-06-15,일반,16934,10186
2023-06-15,어린이,51,28
2023-06-15,중고생,5,5
2023-06-15,청소년,526,400
2023-06-15,우대권,1924,1027
2023-06-15,직원,135,15
2023-06-15,영어 일반,6,4
2023-06-15,일어 일반,2,2
2023-06-15,중국어 일반,7,2
2023-06-15,영어 어린이,4,2
2023-06-16,일반,15031,8590
2023-06-16,어린이,56,44
2023-06-16,중고생,4,5
2023-06-16,청소년,436,287
2023-06-16,우대권,1693,912
2023-06-16,직원,133,18
2023-06-16,영어 일반,4,4
2023-06-16,중국어 일반,2,3
2023-06-16,영어 어린이,3,4
2023-06-17,일반,10004,5573
2023-06-17,어린이,330,188
2023-06-17,청소년,474,285
2023-06-17,우대권,1372,730
2023-06-17,직원,91,22
2023-06-17,영어 일반,10,10
2023-06-17,일어 일반,1,0
2023-06-17,중국어 일반,5,3
2023-06-17,영어 어린이,0,3
2023-06-18,일반,7018,4128
2023-06-18,어린이,159,115
2023-06-18,중고생,2,0
2023-06-18,청소년,192,103
2023-06-18,우대권,1083,581
2023-06-18,직원,76,11
2023-06-18,영어 일반,1,0
2023-06-18,중국어 일반,2,2
2023-06-18,영어 어린이,0,1
2023-06-19,일반,16176,9946
2023-06-19,어린이,29,19
2023-06-19,중고생,4,5
2023-06-19,청소년,458,335
2023-06-19,우대권,1509,780
2023-06-19,직원,154,14
2023-06-19,영어 일반,2,4
2023-06-19,중국어 일반,1,0
2023-06-19,영어 어린이,0,1
2023-06-20,일반,16603,9981
2023-06-20,어린이,65,40
2023-06-20,중고생,3,5
2023-06-20,청소년,519,375
2023-06-20,우대권,1578,801
2023-06-20,직원,131,21
2023-06-20,영어 일반,5,2
2023-06-20,중국어 일반,3,3
2023-06-20,영어 어린이,4,1
2023-06-21,일반,15671,9642
2023-06-21,어린이,28,19
2023-06-21,중고생,4,5
2023-06-21,청소년,492,394
2023-06-21,우대권,1461,759
2023-06-21,직원,114,27
2023-06-21,영어 일반,2,2
2023-06-21,중국어 일반,1,1
2023-06-22,일반,13896,7480
2023-06-22,어린이,54,31
2023-06-22,중고생,4,3
2023-06-22,청소년,366,227
2023-06-22,우대권,1596,866
2023-06-22,직원,94,15
2023-06-22,영어 일반,3,3
2023-06-22,중국어 일반,4,4
2023-06-22,영어 어린이,3,3
2023-06-22,중국어 어린이,2,4
2023-06-23,일반,14011,7883
2023-06-23,어린이,61,22
2023-06-23,중고생,2,2
2023-06-23,청소년,337,233
2023-06-23,우대권,1666,865
2023-06-23,직원,149,16
2023-06-23,영어 일반,6,3
2023-06-23,중국어 일반,8,4
2023-06-23,영어 어린이,5,2
2023-06-23,중국어 어린이,1,1
2023-06-24,일반,10314,5648
2023-06-24,어린이,216,112
2023-06-24,중고생,1,1
2023-06-24,청소년,276,140
2023-06-24,우대권,1298,671
2023-06-24,직원,88,15
2023-06-24,영어 일반,4,2
2023-06-24,중국어 일반,3,4
2023-06-24,영어 어린이,0,1
2023-06-24,중국어 어린이,2,1
2023-06-25,일반,6849,3882
2023-06-25,어린이,141,69
2023-06-25,중고생,0,0
2023-06-25,청소년,189,103
2023-06-25,우대권,1053,535
2023-06-25,직원,81,14
2023-06-25,영어 일반,4,2
2023-06-25,중국어 일반,2,1
2023-06-25,영어 어린이,1,1
2023-06-25,중국어 어린이,1,1
2023-06-26,일반,11966,6740
2023-06-26,어린이,29,9
2023-06-26,중고생,2,2
2023-06-26,청소년,189,111
2023-06-26,우대권,1430,730
2023-06-26,직원,117,13
2023-06-26,영어 일반,0,3
2023-06-26,중국어 일반,2,0
2023-06-26,영어 어린이,0,1
2023-06-27,일반,12796,7177
2023-06-27,어린이,76,51
2023-06-27,중고생,2,1
2023-06-27,청소년,238,148
2023-06-27,우대권,1732,901
2023-06-27,직원,121,10
2023-06-27,영어 일반,6,5
2023-06-27,중국어 일반,1,1
2023-06-27,영어 어린이,3,3
2023-06-28,일반,13198,7384
2023-06-28,어린이,51,19
2023-06-28,중고생,2,2
2023-06-28,청소년,215,132
2023-06-28,우대권,1761,963
2023-06-28,직원,127,22
2023-06-28,영어 일반,2,2
2023-06-28,중국어 일반,0,1
2023-06-28,영어 어린이,2,1
2023-06-28,중국어 어린이,0,1
2023-06-29,일반,11494,6387
2023-06-29,어린이,29,16
2023-06-29,중고생,2,2
2023-06-29,청소년,197,130
2023-06-29,우대권,1265,692
2023-06-29,직원,143,18
2023-06-29,영어 일반,3,3
2023-06-29,중국어 일반,1,0
2023-06-30,일반,12620,6914
2023-06-30,어린이,49,24
2023-06-30,중고생,4,3
2023-06-30,청소년,268,121
2023-06-30,우대권,1621,870
2023-06-30,직원,141,19
2023-06-30,영어 일반,2,1
2023-06-30,중국어 일반,4,0
2023-06-30,영어 어린이,1,0
2023-07-01,일반,9028,5239
2023-07-01,어린이,146,93
2023-07-01,중고생,1,0
2023-07-01,청소년,276,178
2023-07-01,우대권,1227,598
2023-07-01,직원,85,12
2023-07-01,영어 일반,6,0
2023-07-01,중국어 일반,2,1
2023-07-01,영어 어린이,7,1
2023-07-02,일반,6595,3703
2023-07-02,어린이,120,85
2023-07-02,청소년,207,120
2023-07-02,우대권,1018,538
2023-07-02,직원,86,13
2023-07-02,영어 일반,5,4
2023-07-02,중국어 일반,1,0
2023-07-02,영어 어린이,2,0
2023-07-03,일반,12117,6654
2023-07-03,어린이,36,17
2023-07-03,중고생,2,1
2023-07-03,청소년,214,137
2023-07-03,우대권,1545,781
2023-07-03,직원,138,17
2023-07-03,영어 일반,9,1
2023-07-03,중국어 일반,1,1
2023-07-04,일반,12218,6988
2023-07-04,어린이,41,25
2023-07-04,중고생,3,2
2023-07-04,청소년,265,182
2023-07-04,우대권,1444,781
2023-07-04,직원,138,19
2023-07-04,영어 일반,3,2
2023-07-04,중국어 일반,1,1
2023-07-04,영어 어린이,2,1
2023-07-04,중국어 어린이,1,0
2023-07-05,일반,12624,6982
2023-07-05,어린이,75,27
2023-07-05,중고생,2,2
2023-07-05,청소년,374,238
2023-07-05,우대권,1638,866
2023-07-05,직원,171,19
2023-07-05,영어 일반,2,1
2023-07-05,중국어 일반,4,2
2023-07-05,영어 어린이,1,0
2023-07-05,중국어 어린이,1,1
2023-07-06,일반,13519,7715
2023-07-06,어린이,75,20
2023-07-06,중고생,2,2
2023-07-06,청소년,305,178
2023-07-06,우대권,1655,912
2023-07-06,직원,128,12
2023-07-06,영어 일반,5,0
2023-07-06,중국어 일반,3,5
2023-07-06,영어 어린이,3,0
2023-07-06,중국어 어린이,1,1
2023-07-07,일반,13372,7479
2023-07-07,어린이,59,53
2023-07-07,중고생,3,3
2023-07-07,청소년,402,238
2023-07-07,우대권,1951,1092
2023-07-07,직원,151,22
2023-07-07,영어 일반,3,0
2023-07-07,중국어 일반,2,0
2023-07-07,영어 어린이,3,0
2023-07-08,일반,8236,4542
2023-07-08,어린이,207,131
2023-07-08,중고생,3,1
2023-07-08,청소년,306,170
2023-07-08,우대권,1262,645
2023-07-08,직원,108,16
2023-07-08,영어 일반,6,2
2023-07-08,중국어 일반,7,1
2023-07-08,영어 어린이,3,2
2023-07-08,중국어 어린이,0,1
2023-07-09,일반,5926,3378
2023-07-09,어린이,71,35
2023-07-09,중고생,0,0
2023-07-09,청소년,249,125
2023-07-09,우대권,911,474
2023-07-09,직원,77,10
2023-07-09,영어 일반,6,4
2023-07-09,중국어 일반,5,3
2023-07-09,영어 어린이,2,2
2023-07-10,일반,11858,6478
2023-07-10,어린이,31,19
2023-07-10,중고생,1,2
2023-07-10,청소년,253,154
2023-07-10,우대권,1519,752
2023-07-10,직원,153,14
2023-07-10,영어 일반,6,2
2023-07-10,중국어 일반,2,0
2023-07-10,영어 어린이,1,0
2023-07-11,일반,12256,6752
2023-07-11,어린이,31,14
2023-07-11,중고생,3,2
2023-07-11,청소년,340,236
2023-07-11,우대권,1360,731
2023-07-11,직원,125,23
2023-07-11,영어 일반,7,1
2023-07-11,중국어 일반,5,3
2023-07-11,중국어 어린이,1,1
2023-07-12,일반,12205,6735
2023-07-12,어린이,59,46
2023-07-12,중고생,2,2
2023-07-12,청소년,300,172
2023-07-12,우대권,1591,823
2023-07-12,직원,137,24
2023-07-12,영어 일반,3,0
2023-07-12,중국어 일반,2,2
2023-07-12,영어 어린이,0,1
2023-07-12,중국어 어린이,1,1
2023-07-13,일반,12356,7006
2023-07-13,어린이,60,50
2023-07-13,중고생,4,2
2023-07-13,청소년,435,245
2023-07-13,우대권,1416,759
2023-07-13,직원,144,20
2023-07-13,영어 일반,1,4
2023-07-13,일어 일반,1,0
2023-07-13,중국어 일반,2,3
2023-07-13,중국어 어린이,0,2
2023-07-14,일반,11900,6499
2023-07-14,어린이,33,26
