날짜,승객유형,승차인원,환승유입인원
2023-12-10,일반,6885,4059
2023-12-10,어린이,141,74
2023-12-10,청소년,171,79
2023-12-10,우대권,1168,597
2023-12-10,직원,82,14
2023-12-10,영어 일반,3,0
2023-12-10,일어 일반,2,0
2023-12-10,중국어 일반,11,5
2023-12-10,영어 어린이,2,1
2023-12-10,중국어 어린이,5,3
2023-12-11,일반,16428,10037
2023-12-11,어린이,18,11
2023-12-11,중고생,1,1
2023-12-11,청소년,249,151
2023-12-11,우대권,1520,840
2023-12-11,직원,120,21
2023-12-11,영어 일반,2,1
2023-12-11,중국어 일반,2,0
2023-12-12,일반,16865,10297
2023-12-12,어린이,19,13
2023-12-12,중고생,1,2
2023-12-12,청소년,306,206
2023-12-12,우대권,1605,886
2023-12-12,직원,148,20
2023-12-12,영어 일반,5,1
2023-12-12,중국어 일반,1,3
2023-12-12,중국어 어린이,0,1
2023-12-13,일반,16315,9946
2023-12-13,어린이,14,15
2023-12-13,중고생,2,3
2023-12-13,청소년,300,168
2023-12-13,우대권,1669,921
2023-12-13,직원,147,26
2023-12-13,영어 일반,3,1
2023-12-13,중국어 일반,3,3
2023-12-14,공통,0,0
2023-12-14,일반,17005,10324
2023-12-14,어린이,31,23
2023-12-14,중고생,3,2
2023-12-14,청소년,403,247
2023-12-14,우대권,1728,1050
2023-12-14,직원,127,22
2023-12-14,영어 일반,6,2
2023-12-14,중국어 일반,3,1
2023-12-14,영어 어린이,1,0
2023-12-15,일반,15928,9400
2023-12-15,어린이,24,25
2023-12-15,중고생,3,2
2023-12-15,청소년,382,261
2023-12-15,우대권,1520,869
2023-12-15,직원,122,18
2023-12-15,영어 일반,5,3
2023-12-15,일어 일반,2,0
2023-12-15,중국어 일반,6,1
2023-12-15,영어 어린이,2,2
2023-12-16,일반,10210,6078
2023-12-16,어린이,183,105
2023-12-16,중고생,2,0
2023-12-16,청소년,250,155
2023-12-16,우대권,1150,658
2023-12-16,직원,71,13
2023-12-16,영어 일반,8,3
2023-12-16,중국어 일반,3,3
2023-12-16,영어 어린이,5,2
2023-12-17,일반,6471,4011
2023-12-17,어린이,59,32
2023-12-17,중고생,1,0
2023-12-17,청소년,201,101
2023-12-17,우대권,856,447
2023-12-17,직원,72,19
2023-12-17,영어 일반,2,1
2023-12-17,중국어 일반,5,1
2023-12-17,영어 어린이,0,1
2023-12-18,일반,14680,8840
2023-12-18,어린이,23,15
2023-12-18,중고생,2,1
2023-12-18,청소년,220,134
2023-12-18,우대권,1437,784
2023-12-18,직원,120,23
2023-12-18,영어 일반,3,5
2023-12-18,중국어 일반,6,8
2023-12-19,일반,15755,9321
2023-12-19,어린이,25,21
2023-12-19,중고생,6,4
2023-12-19,청소년,338,198
2023-12-19,우대권,1547,861
2023-12-19,직원,117,21
2023-12-19,영어 일반,4,3
2023-12-19,중국어 일반,7,3
2023-12-19,영어 어린이,5,0
2023-12-20,공통,0,0
2023-12-20,일반,15274,8858
2023-12-20,어린이,19,11
2023-12-20,중고생,4,2
2023-12-20,청소년,269,158
2023-12-20,우대권,1494,808
2023-12-20,직원,119,36
2023-12-20,영어 일반,1,1
2023-12-20,중국어 일반,5,3
2023-12-21,일반,14953,8787
2023-12-21,어린이,22,11
2023-12-21,중고생,1,2
2023-12-21,청소년,220,147
2023-12-21,우대권,1359,738
2023-12-21,직원,120,16
2023-12-21,영어 일반,1,3
2023-12-21,중국어 일반,6,1
2023-12-21,영어 어린이,0,2
2023-12-21,중국어 어린이,1,0
2023-12-22,공통,0,0
2023-12-22,일반,13623,7577
2023-12-22,어린이,28,18
2023-12-22,중고생,2,0
2023-12-22,청소년,273,169
2023-12-22,우대권,1394,772
2023-12-22,직원,135,26
2023-12-22,영어 일반,3,4
2023-12-22,일어 일반,2,2
2023-12-22,중국어 일반,9,6
2023-12-22,영어 어린이,4,3
2023-12-22,중국어 어린이,5,6
2023-12-23,일반,8418,4426
2023-12-23,어린이,106,53
2023-12-23,중고생,2,0
2023-12-23,청소년,242,135
2023-12-23,우대권,1027,534
2023-12-23,직원,70,14
2023-12-23,영어 일반,7,2
2023-12-23,중국어 일반,2,3
2023-12-23,영어 어린이,7,3
2023-12-23,중국어 어린이,1,3
2023-12-24,일반,7037,3675
2023-12-24,어린이,119,78
2023-12-24,중고생,0,0
2023-12-24,청소년,236,89
2023-12-24,우대권,888,482
2023-12-24,직원,62,12
2023-12-24,영어 일반,6,6
2023-12-24,중국어 일반,5,6
2023-12-24,영어 어린이,2,3
2023-12-24,중국어 어린이,3,3
2023-12-25,공통,0,0
2023-12-25,일반,6545,3685
2023-12-25,어린이,71,32
2023-12-25,중고생,1,0
2023-12-25,청소년,320,169
2023-12-25,우대권,866,447
2023-12-25,직원,78,10
2023-12-25,영어 일반,5,2
2023-12-25,일어 일반,0,1
2023-12-25,중국어 일반,9,7
2023-12-25,영어 어린이,1,1
2023-12-25,일어 어린이,0,1
2023-12-25,중국어 어린이,3,3
2023-12-26,공통,0,0
2023-12-26,일반,12086,6691
2023-12-26,어린이,46,30
2023-12-26,중고생,2,0
2023-12-26,청소년,286,206
2023-12-26,우대권,1483,786
2023-12-26,직원,124,18
2023-12-26,영어 일반,11,6
2023-12-26,일어 일반,0,0
2023-12-26,중국어 일반,10,9
2023-12-26,영어 어린이,16,7
2023-12-26,중국어 어린이,4,5
2023-12-27,공통,0,0
2023-12-27,일반,12314,6728
2023-12-27,어린이,45,15
2023-12-27,중고생,2,0
2023-12-27,청소년,313,227
2023-12-27,우대권,1521,803
2023-12-27,직원,108,10
2023-12-27,영어 일반,4,0
2023-12-27,일어 일반,1,0
2023-12-27,중국어 일반,11,6
2023-12-27,중국어 어린이,5,2
2023-12-28,일반,12357,6674
2023-12-28,어린이,71,53
2023-12-28,청소년,222,127
2023-12-28,우대권,1526,790
2023-12-28,직원,110,18
2023-12-28,영어 일반,5,2
2023-12-28,중국어 일반,5,6
2023-12-28,영어 어린이,5,0
2023-12-28,중국어 어린이,2,3
2023-12-29,일반,12097,6464
2023-12-29,어린이,61,39
2023-12-29,청소년,277,172
2023-12-29,우대권,1499,781
2023-12-29,직원,122,10
2023-12-29,영어 일반,16,5
2023-12-29,일어 일반,0,0
2023-12-29,중국어 일반,10,5
2023-12-29,영어 어린이,0,1
2023-12-29,중국어 어린이,4,3
2023-12-30,일반,8506,4334
2023-12-30,어린이,127,79
2023-12-30,청소년,238,144
2023-12-30,우대권,1106,559
2023-12-30,직원,74,14
2023-12-30,영어 일반,6,2
2023-12-30,일어 일반,1,1
2023-12-30,중국어 일반,5,3
2023-12-30,중국어 어린이,2,3
2023-12-31,일반,6233,3153
2023-12-31,어린이,74,54
2023-12-31,중고생,2,0
2023-12-31,청소년,195,108
2023-12-31,우대권,896,485
2023-12-31,직원,79,10
2023-12-31,영어 일반,11,2
2023-12-31,중국어 일반,5,8
2023-12-31,영어 어린이,6,0
2023-12-31,일어 어린이,0,0
2023-12-31,중국어 어린이,1,3
